ItemNumber,ShippingReportWeight
A4855,0.11
E3481,0.444
E3257,0.063
E1482,0.618699993
A4825,0.447695669
E2877,0.383
E4072,0.02494758
E4731,6.379776684
A2696,0.462664217
18500,0.005
170894,0.024
E3565,1.43
E5389,0.061
16416,0.018
E5844,0.443
A1984,1.79
13366,0.096
13845,0.0001424
E3616,0.379203221
E5434,0.246
E3289,0.42
E2423,0.231785701
A4862,0.122016348
A10626,24.7
E2206,0.195951904
11838,0.018
E3893,0.240857548
10480,0.013
E6291,0.398
15223,0.001
A10723,2.2861
185409,0.122
170681,0.053
A7227,1.681920508
E3498,0.081
10080,1.327
E2380,0.234960848
A8287,0.285
A5222,0.364688265
A5518,0.28
E1754,14.7
E1439,0.108
E1388,0.289845524
S2813,0.444
10033,0.028
S2814,0.88
265553,0.212
12493,0.123
S2815,0.93
A4967,0.1305
A5815,1.598913104
A4517,0.2726
10168,0.034
170954,0.429
170057,0.462
169037,0.271
11265,0.014
11320,0.029
15125,0.037
10075,0.049
10271,0.021
21737,0.05
10065,0.009
A3419,0.683
168850,0.021
E1468,0.019
10553,0.052
10142,0.045
169557,0.271
11204,1.4
10574,0.02
10669,0.684
10871,0.149
11368,0.319
12448,0.029
10881,0.282
11008,1.726
10414,0.029
10036,0.015
10317,0.086
17157,0.056
A4009,0.469921695
12263,0.028
169033,0.038
A1846,0.863
11217,0.024
175016,0.91
A3981,0.016
13607,0.016
10050,0.05
21324,0.053
A10502,0.4268
10004,0.03
10667,0.103
A10420,0.8437
A2742,1.399786054
A2911,2.149574241
E1892,0.065
A5146,5.849527204
A4130,0.457
A10373,3.3914
A8882,0.3
E5832,0.277
15534,0.407
10609,0.014
16332,0.258
A2116,0.107501392
E1235,0.607
16624,0.067
A10803,0.05
E1172,3.34
169040,0.458
A1980,2.344
A8399,1.046
A1974,1.251461349
A10438,1.361
S2822,0.484
S2823,1.07
325889,1
A5675,1.737
A10661,0.046
A6030,0.458581886
15458,0.005
E5432,0.842
E2836,3.019564407
A4578,0.0387
E6125,0.809
E4654,0.319
E1434,0.125
E3984,0.0493
E4083,0.041
E4111,0.0375
E6307,6.21
S1288,0.118
S2783,0.204
E6054,0.074
E5423,0.131
E5467,0.065
E5914,0.158
E4727,0.067
E4901,0.247
S2788,0.066
E5422,1.13
E5421,0.55
E4468,0.1442
S2714,0.176
E6011,0.055
S2803,0.472
E4838,0.261
S2666,0.234
E4879,0.149
E5290,3.66
21871,0.009
13999,0.041
A4809,0.094800805
21012,0.013
A10891,0.983
A2633,134
A2409,149
E2773,0.834609961
18339,0.022
312849,0.55
168903,0.476198
170576,0.064
20469,0.094
296901,0.007
167846,0.33
296803,0.612
302549,0.288
13779,0.031
10727,0.08
167715,0.439
10746,0.04
11116,0.06
10330,0.212
10962,0.065
A5094,0.4425
A8818,0.51
A8944,3.4
A4260,0.175
A8615,3.53
A5910,0.025854765
E5856,0.066
19686,0.218
A2684,0.231785701
10581,0.037
E2098,0.196
A7444,0.073
A7365,0.162839661
A5897,5.499807486
A11434,1.5
A9988,0.342
10276,0.124
A5965,0.29
10842,0.915
A1055,0.368770597
E4673,0.246754249
13291,0.031
18638,0.049
A4642,0.375
A5840,0.1444
A2772,1.367
170775,0.017
A5913,0.191869573
11171,0.149
10288,0.332
10058,0.015
169022,0.01
A3828,0.430005567
11996,0.01
14219,1.64
A10497,0.67
20884,0.122
10647,1.427
A10289,188
E2415,0.0788
E5165,0.744
A4211,0.149685482
A4252,9.539501133
319432,1
16035,0.064
10146,0.03
10407,0.008
11069,0.516
A1269,23.3
10337,0.77
A8833,4.544
A10387,3.533
A10774,3.37
A10383,3.2981
A1723,4.1477
A8427,12.8
A3737,17.9
E3675,0.152860629
A11377,1.4234
10112,0.017
167723,0.009
A3742,0.207
16169,0.027
A10582,0.1695
10571,0.035
10440,0.34
10712,0.274
314622,0.094
16314,0.045
E3191,0.131088195
12799,0.026
A10616,0.3219
A1706,1.18659764
A7212,27
11322,0.032
10370,0.034
12391,0.32
19819,0.666
A1038,0.055791862
A4757,0.207745305
15638,0.018
13369,0.02
A6603,0.263
A5959,0.592
A7767,1
170231,0.05
A1016,4.034250539
313547,0.13
A3097,0.0446659
E4069,0.279866492
170453,0.006
A7344,0.339287093
E5790,1.79
E1398,0.586
16362,0.105
13447,0.031
A8889,0.012
S2870,0.08
A2350,1.19
E5950,0.341
16250,0.221
18386,0.002
E2272,0.457674701
E4016,0.559
10079,0.174
E3242,0.1678
E1676,2.99
11015,0.306
A2334,0.0206
E2838,3.55
A2529,0.325679322
E1880,3.67
10025,0.467
E4098,0.061
18877,0.0728587
15341,0.011
A1120,0.692635549
E3455,0.2448
E4695,0.4113
11354,0.19
169074,0.092
E5383,10.5
A6134,0.280320085
A7056,3.214609126
167801,0.041
E2446,0.358
A2054,1.049612744
A8537,0.651
11944,0.076
E1369,1.76
A4431,0.631
E3053,0.2667
A5956,1.031
E4919,0.367
11149,0.127
A5798,1.689177986
10720,0.008
12462,0.844
A8637,0.279
A3609,0.53
A8527,1.626
A4481,0.124737902
A2970,0.436809452
19117,0.222
10843,0.915
12446,0.156
11025,0.826
A2304,0.930771543
E3712,0.3705
A7006,1.319953797
A2840,0.219992299
E2087,0.288
A4281,0.1678
A3663,0.153767813
A8216,20.8
19198,0.082
169039,0.4
A1118,0.215909968
A6098,0.922606881
A2286,0.259
A1768,0.120201978
14763,0.071
A4896,0.476725581
A1020,3.142941532
A1031,1.4483
A4016,3.679541305
A5869,0.2945
168969,3.194
10471,0.163
A9831,3.13
A4594,0.284402416
A4665,0.552929099
10733,1.327
169484,0.109
E2665,0.89
A4829,0.282
E2247,0.367
A6960,7.357
E4808,0.645915535
13924,0.02
E4063,1.0369
A7095,7.42
10719,0.038
A8935,0.383
A4006,0.134716934
A3270,0.0662
E1478,0.435
11823,0.005
A4115,1.019675648
E3247,0.4223
E2411,0.065
A3474,0.255
A3475,0.189148018
A9826,9.44
10083,0.04
A2479,0.0632
E1834,0.012
13867,0.061
22006,0.015
A4743,6
E6334,0.223
A2441,1.217895513
A8586,0.262
A4560,0.381471183
A4153,0.103872653
A3471,0.029
18702,0.01
10492,0.01
15283,0.221
11161,0.358
A5645,1.933664273
A4611,0.131088195
A2431,1.626582239
E1853,1.045530413
A5891,0.773
A7321,0.246754249
A7178,1.019222055
A4370,0.080739442
E2855,0.0428
E4149,0.0866
A7441,0.419
168974,0.135
10456,0.035
10231,0.011
11325,0.027
16514,0.176
11362,0.008
10040,0.026
A5425,0.179622579
A3049,0.531156665
19554,0.003
A2392,57.529
A4138,0.279866492
A8267,3.44
11055,0.054
12060,0.083
10668,0.002
E1696,1.31
168957,0.757
19015,0.036
10737,0.011
E1813,0.431
E2841,0.457
E1427,1.889665813
E2116,1.18
A3745,0.082
12978,0.114
13389,0.013
A10305,66.9
A5217,0.065770894
285601,0.011
16410,0.057
12384,0.02
E2690,1.58
A8394,72.4
14309,3.7684454
A6232,1.535863765
A5598,0.236
A7674,0.467
A4940,0.306
A6342,0.257
A6083,2.279755252
311530,1.631
A10228,2.7449
E1145,0.639565242
19759,0.089
A4857,0.224981816
A4498,0.457
A5630,1.721836637
E1654,0.95
E3343,0.135
A8529,1.292
A6173,1.580769409
A5954,1.834
A4640,0.227249777
A5903,0.231785701
A2265,2.05
A7169,0.385
A10367,0.264
A3462,0.88
A4884,0.119748386
E6341,3680
A1787,0.4
19502,0.005
E4116,0.0375
E3907,1.1789
E1052,0.087
A6405,0.710779244
A4088,0.84
A3230,1.072
S2842,0.24
E4654,1
S2887,1
S2874,1
S2873,1
E4538,0.139
E1520,1
E6056,0.014
A2230,1.42
E5232,174
E5233,194
E5234,194
E5235,197
11050,0.039
E5842,0.546
A5447,0.023
A8766,1.8
A5574,0.255
170495,0.06
168933,0.301
311101,0.124
326193,0.025
167830,1.338206
171106,0.37
171204,0.0482
E3413,0.2181
16356,0.0009
A1084,0.979759519
A5551,0.123
A10143,0.123
A8827,0.284
A8922,0.135
A8352,7.23
18530,0.025804
170100,0.001
16370,0.01615
E3467,0.5
319896,1
13696,0.03
E4694,0.419572942
E3425,0.2
E2964,0.035833797
A10520,0.1919
E2264,0.399
A2606,106
E2707,1.229688915
A7085,1.8443
10055,0.068
A4599,1.19
10462,0.106
21994,0.003
E3894,0.3567
170059,2.242
13190,0.013
A1466,27.3
E3252,0.0811
E4165,0.699893027
A8509,0.405
19300,0.111
A3511,0.755684888
13347,0.106
E1709,0.930771543
10143,0.018
E2860,0.0765
E2930,0.0497
168933,0.136
E4197,8.61
301872,0.036
A5723,0.008
E1199,0.913
18907,0.01446
11268,0.052
E2755,0.108
15447,0.091
10041,0.009
A8426,10.2
A8424,8.82
A1943,4.739586674
A2041,1.1469
E3002,1.2638
A7276,3.767
19478,0.006
A10733,0.294
16473,0.009
16218,0.005
177026,0.312978
E1960,0.458
A4858,0.564722501
A1993,4.219769818
A3098,0.046
10031,0.089
11960,0.039
A2883,1.37
E3706,1.690085171
13814,0.002
A4123,0.125645086
A5485,0.298010187
E2607,0.275330569
10650,0.265
A3023,0.463
13663,0.001
A8320,7.78
10203,0.021
16415,0.032
10910,0.169
A1063,2.132791324
171154,0.494
179325,0.008
A3196,0.290752709
A10762,0.7188
A6197,0.0454
20435,0.012
A6917,1.18
A3061,0.172818693
E3550,0.2426
A1272,45.99925583
A7705,2.13
A4810,0.52
15285,2.908
13619,0.008
21104,0.0739
A8249,4.21
168932,0.034
10026,0.684
313546,0.09
313896,0.15
313898,0.28
313899,0.38
313900,0.42
313906,0.73
313907,1.13
313908,1.29
313912,3.38
313943,0.55
313944,0.8
313946,1.3
313947,2.05
313948,3.02
A3100,0.0369
A10122,0.08355
21209,0.005
16703,0.21
10096,0.018
10943,0.07
19875,0.035
A5356,20.39940966
A2861,5.149634177
A11333,0.012
16970,0.011
19200,0.072
13259,0.011
E1529,0.418665758
12510,0.698
A5940,0.141974412
A7244,0.123
A3902,1.58
16080,0.1
E5751,4.48
A5567,2.784
A2122,0.105
E2154,0.777910915
A7014,0.613
316099,0.09
A10532,0.3045
E6098,0.18
16235,0.048
19756,0.015
A3021,0.989738551
A3752,24.4
16942,0.07
16858,0.004
A8632,2.98
21896,0.212
A3882,0.278959308
A3969,0.279866492
A2080,0.256
E5766,0.128
A10260,27.9
E1816,0.420480127
E2692,0.718
A2750,1.369848957
10486,0.02
12292,0.083
12615,0.002
171203,0.449
11580,1.019
A4002,3.51
E1175,0.7177
10490,0.186
A7109,2.456
176907,0.285763
10580,0.026
16684,0.015
16223,0.028
11695,0.011
A4804,0.282
A4954,0.6751
A4674,0.218631522
A8309,0.538
A3593,0.557
19510,0.1387
15854,0.007
A1427,11.1
A4144,1.350798078
A3217,0.372
A11092,1
22051,0.177
16621,0.076
18111,0.102
A5051,0.196859089
E5373,0.842
E1067,0.207745305
A2764,0.4
169649,0.362
A5373,0.524
A7756,0.18
A2777,2.519705615
168870,0.018
A2356,1.4388
10014,0.081
10284,0.094
11307,0.195
10432,0.05
10565,0.064
11314,0.775
19016,0.693
A7406,0.199
A3818,0.447
A7524,0.2924
A4969,0.157850145
A2938,2.149574241
A3101,0.037
19917,0.008
A8236,28.2
E3350,0.378296037
E5297,9.3
A6403,3.999777519
A5129,8
A4774,0.3
313940,0.26
176291,0.007
12453,0.078
10605,0.068
167548,0.01
A7359,0.123
E5757,13.8
A1690,31.99958093
10077,2.369
A5572,0.681
A7349,0.342008647
E2178,0.627
E1868,0.9248
19210,0.009
A11380,0.0645
A11379,0.129
18832,0.035
A4558,0.131088195
A4080,0.062142155
E2024,0.444
A1280,18.09969634
E4748,0.140160042
E6096,0.144
E3640,0.219992299
E1200,10.3
A2307,0.682656517
318382,0.007
11213,0.004
16323,0.003
10472,0.002
16581,0.1
10383,0.044
11364,0.024
E3791,0.404604394
A2009,3.14
A3814,1.5
E2301,1.07
A5183,0.829620445
15898,0.007
A1696,31.2996879
A5904,0.381017591
10038,0.01
E4701,0.105
A3255,1.06
A11323,146
E2320,0.152
E1994,0.366502635
A4946,0.1752
318391,0.002
286029,0.008
A5167,4.5
16058,0.004
16585,0.239
A4933,0.363781081
A4659,0.1876
20032,0.171
A11327,0.2534
A5656,0.901288039
170715,0.1
265583,0.05
A1426,2.45
A10416,0.6317
S2798,1
S2512,0.272
S2684,0.997
S2796,0.623
S2797,0.442
E4112,0.014
E6293,3.69
E3215,0.706
S2819,0.05
S2729,0.216
E4232,150
E5442,349
E4665,351
A10346,0.462
21979,0.002
A7565,0.001
16349,0.007
315547,0.042
296801,0.318
322656,0.037
181256,0.156
168918,0.152
170306,0.106
167822,0.004
167819,0.001
323798,0.04
10102,0.207
A3769,17.2
E5316,0.556
A3958,4.948692757
A5173,2.31
E6042,1.15
A4349,0.909906294
169935,4.53
A10151,0.59
A4538,0.083914588
170953,0.035
A2353,2.178604153
A8879,0.759
E4126,0.312
A2375,0.125645086
A3430,0.491694129
E2702,3.05
A5000,0.143788781
A4495,2.092875195
E1987,0.366
A2112,3.74
A3331,0.253
A8420,18.8
14109,0.192
A2726,0.952
169078,0.023
A7281,2.44985239
12438,0.013
A8422,7.46
A5513,0.351
E3724,0.5909
E5919,3.49
E3296,0.0193
E2712,0.20865249
316096,0.368317
E4221,0.133
A6006,0.083007404
171596,0.011
A2002,1.0419
A5938,1.299995732
A4869,0.127913048
A3024,0.782900431
313909,1.84
E2710,0.423
E1681,2.16
A7400,0.3
E6248,5
E4525,0.037
A10636,0.02
10495,0.198
10114,1.547
A3153,0.607
319810,1
A4344,0.123
A7428,0.153314221
A5012,1.039633712
E1364,0.155
A7020,0.123
E1158,42.2
192816,0.018
E4776,0.0805
262519,0.042
E5537,52.9
E5516,43.5
E5545,2.5
E5559,12.9
A10874,0.6
176692,0.014
10244,0.006
A10587,0.1424
E2363,0.128820233
A2937,1.146
170233,0.038
A5561,0.765663921
325169,1
11356,0.38
10380,0.168
A7279,2.95
E5139,0.678
E1459,0.108
A6413,0.344
13075,0.089
13953,0.004
A10130,0.7332678
A10531,0.3045
A8407,0.338
10616,0.004
10524,0.05
E3411,0.185972872
E2912,0.063
E1228,0.0519903
10082,0.467
189863,0.062
21496,0.016
E2713,0.2
176894,0.011793
10510,0.054
S2768,3.08
15868,0.019
S2767,3.08
177022,0.19958
167870,0.003
10646,0.01
15282,0.165
20678,0.004
16287,0.034
A6285,0.133809749
A3983,0.534785404
19467,0.014
A10362,0.5355
15900,0.011
170612,0.027
191963,0.0249475
14460,0.0898
13950,0.1456
18202,0.044
18244,0.003
12532,0.082
E5987,1.01
E3952,0.227
E5789,0.014
A4927,0.094800805
11359,0.032
A2450,0.031
A3228,1.072292363
13074,0.089
A4248,6.818400506
14062,0.081
10081,0.303
11258,0.014
10298,0.001
313545,0.07
313914,8.5
313915,14.95
313916,0.07
313920,0.23
313934,0.05
313935,0.07
313936,0.1
313937,0.13
313938,0.17
313939,0.2
313941,0.3
313945,0.98
313949,5.59
313950,9.36
313953,0.1
313962,0.98
A2089,1.19
E1795,3.68
16544,0.06
16355,0.036
11264,0.006
A4635,0.29
21589,0.1043262
E6196,0.212
E5293,3.612
A8395,0.103
E2785,0.069853225
A1533,2.433523065
E3034,0.25265095
15450,0.028
325168,1
182281,0.147
S2799,0.226
S2800,0.401
E6055,0.404
S2801,0.468
S2810,0.246
S2802,0.21
A2984,21.83094718
A10316,0.0095
A10317,0.0095
14784,0.009
E1249,0.816012674
295461,0.030345
293091,0.00044092
170895,0.078
167712,0.076
170541,0.048
21730,0.03086
170686,0.06
169546,0.026455
170010,0.062
327204,0.07
E3328,0.354255641
E4194,0.596927559
E2740,2.594548356
11523,0.07
A3022,1.179793754
A4613,0.1648
E2041,0.283
13466,0.0001252
E1445,0.209559675
13561,0.095
10957,0.069
16545,0.005
A1125,11.29989312
A4775,0.269
A6349,0.276691346
16360,0.605
E6094,0.285
E6311,172
20178,0.088
A8710,3.87
E1506,0.604
E1991,0.284
11483,0.032
169038,0.281
A7754,0.15
A5924,0.524806372
13135,0.265
13763,0.39
E4046,1.27
E4739,0.13
E3120,0.220899484
265154,0.0007
10147,0.036
A8028,1
11270,0.167
A2509,1.799854524
A4580,0.35788438
A6234,0.7497
10329,0.036
E1794,1.644725934
A5946,0.7789
E4996,0.2268
A7217,0.123
11355,0.241
10827,0.041
170847,0.281
15217,0.005
169090,0.096
A2087,1.069570808
E5560,2
319420,0.007
16236,0.038
A3171,0.316
10173,0.005
319435,1
10268,0.16
A11344,0.429
E4118,0.354
A8647,0.019
A5526,0.123
E2459,0.265
10747,0.173
E1027,0.509384232
13710,0.067
E5779,0.449
13665,0.008
19549,0.048
170947,0.241
A6224,0.028
A10852,0.2445
A8321,8.02
17845,0.09072
A1776,0.059
A5475,19.29944816
A6570,0.0110929
A5342,0.029765
A6353,0.0056634
A6674,0.0236394
A7352,0.519816856
10688,0.006
10029,0.82
E2172,9.99808302
A1018,1.715032751
A1470,5.289794219
174285,0.02
A11368,0.65
A10186,0.618
A6103,0.129727418
A1930,1.401600423
18642,0.222
E1179,0.8675
323615,1
A6345,0.263
S1967,0.173
A3215,0.141
169381,0.000661
A4872,0.404
10526,0.01
10697,0.042
10234,0.019
A8507,0.653
15871,0.006
170521,0.005
10243,0.015
A2994,0.115
A4514,1.19
A3835,0.048
A10480,50
E5302,0.125
S2876,1.15
S2875,2.54
14730,0.1876965
309939,0.010079
A7233,0.2448
A8248,5.98
E1463,0.943925722
E1716,0.159210922
A11326,0.65
E4732,3.78
E1684,3.62
A7620,0.161
A2034,16.9
A4005,0.57
A7256,2.799572108
287653,0.030345
A2617,36.3
177010,0.285763
A7288,0.04
A7367,1.632
15965,0.049
A4734,0.188694426
10186,0.011
14306,0.038
E1035,1.299995732
A2668,1.2
10307,0.055
10661,0.084
A4614,0.407
15674,0.000826
E4585,0.563
A2865,0.282134454
12529,0.276
E3148,0.129
A11336,2.4912
S2879,0.743
E6037,0.655
S2877,0.134
A4238,1.299995732
E3882,0.531610258
A1767,0.456313924
E4711,0.18
190824,0.128125
A5894,0.103872653
E3406,0.490786944
E6308,6100
S2401,1.01
E3985,0.045
S2865,1
S2715,1
S2866,0.107
S2857,0.19
S2697,0.212
A5178,0.003
A1309,2489.97445
A3113,420
13264,0.002
20357,0.008
15169,0.002
170694,0.178
321528,0.240304
312615,0.085
308327,1.299
E1325,4.13
10311,0.022
A6836,0.64
A6149,0.007
A6527,0.219
A6583,0.489
E2011,0.372
A7209,1.579862225
18948,0.002758
E5497,0.191
A8141,1
A4565,0.0862
E4425,3.279926427
A8440,3.57
A8308,1.18
E2261,0.08
E1746,0.357
10549,0.055
11365,0.258
A5594,2.082442571
A2771,0.336
A10646,0.99
320086,1
16500,0.01585
11003,0.175
10634,0.02
E3978,0.144
E3826,0.345
A6766,0.186
17395,0.01
E3469,0.324
E2947,2.3
10270,0.043
170674,0.052
313924,0.6
10699,0.019
A5756,0.294835041
A5781,2.11
A5660,0.605999406
11048,0.042
A1973,1.16
A10727,0.055
A5641,0.1133
E1301,0.546578806
A1217,3.58
A2378,1.331293606
169551,0.007
A3850,0.037648167
E4130,0.843
A5934,0.654987382
A10269,0.12
A8319,5.45
1355
